,Nico1:epd1,Nico1:epd1,Nico1:epd1,Nico1:epd2,Nico1:epd2,Nico1:epd2,Nico1:bd2,Nico1:bd2,Nico1:bd2,Nico1:abd2,Nico1:abd2,Nico1:abd2,Nico1:abg1,Nico1:abg1,Nico1:abg1,Nico1:abg2,Nico1:abg2,Nico1:abg2
Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
728,724.729,847.919,1494.8,348.392,1056.75,1524.36,779.631,779.727,1181.17,756.222,1068.68,1094.22,287.634,1113.79,1203.15,547.198,1197.11,1096.23
729,725.035,846.864,1494.84,352.731,1063.5,1524.29,778.271,779.013,1180.95,758.917,1068.69,1095.04,292.182,1120.62,1203,553.952,1198.79,1096.6
730,725.092,846.575,1494.91,356.689,1070.02,1524.01,776.883,778.349,1180.65,761.068,1068.84,1095.73,297.034,1127.67,1202.75,560.549,1200.41,1097
731,725.029,846.312,1494.93,360.629,1076.11,1523.33,775.388,777.613,1180.5,763.347,1068.56,1096.49,301.998,1134.9,1202.54,567.432,1201.92,1097.23
732,724.855,846.091,1494.98,364.965,1083.39,1523.79,773.754,777.292,1180.19,765.565,1068.31,1097.14,307.12,1141.68,1201.94,574.078,1203.07,1097.5
733,724.478,845.896,1494.94,369.341,1090.44,1523.2,772.079,776.671,1179.99,767.582,1068.18,1097.69,312.268,1148.65,1201.32,581.091,1204.61,1097.89
734,724.025,845.698,1494.91,373.542,1095.81,1522.11,770.28,776.049,1179.64,769.732,1067.78,1098.26,318.039,1155.82,1201.31,587.774,1205.37,1098.04
735,723.383,845.496,1494.97,377.946,1102.66,1521.75,768.358,775.676,1179.42,771.72,1067.69,1098.69,323.59,1162.84,1200.68,594.605,1206.52,1098.3
736,722.551,845.345,1494.96,381.895,1108.04,1520.53,766.204,775.378,1179.11,773.781,1067.07,1099.05,329.177,1169.86,1200.21,601.558,1207.6,1098.44
737,721.691,845.313,1494.89,386.767,1115.49,1520.37,764.125,774.965,1178.91,775.88,1067.08,1099.29,334.916,1176.66,1199.39,608.095,1208.36,1098.43
738,720.801,845.112,1494.94,391.413,1122.6,1520.32,761.678,774.9,1178.62,777.994,1066.31,1099.37,340.836,1183.76,1198.92,614.829,1209.3,1098.59
739,719.677,845.192,1494.92,395.93,1129.12,1519.53,759.383,774.262,1178.24,780.033,1065.9,1099.37,346.428,1190.18,1198.04,621.397,1210.4,1098.54
740,718.438,845.288,1494.94,400.361,1135.82,1519.02,756.745,774.406,1178.31,782.061,1065.18,1099.4,352.42,1196.77,1197.43,627.598,1211.25,1098.22
741,717.366,845.468,1495.11,405.242,1142.49,1518.66,754.072,774.43,1177.81,784.099,1064.83,1099.55,358.253,1203.52,1196.92,633.59,1212.25,1097.6
742,715.949,845.593,1495.16,410.169,1148.73,1518.51,751.494,773.929,1177.83,786.041,1064.54,1099.74,364.205,1210.22,1196.19,639.629,1213.39,1097.05
743,714.512,845.942,1495.35,414.75,1155.13,1517.75,748.252,775.193,1177.15,788.049,1063.93,1100.02,370.313,1216.94,1195.67,645.522,1214.91,1096.38
744,713.195,846.422,1495.55,419.51,1161.66,1517.47,745.556,774.066,1178.17,789.969,1063.93,1100.38,376.049,1223.66,1194.96,651.346,1216,1095.66
745,711.778,847.291,1495.72,424.336,1167.88,1517.07,742.468,774.503,1178.03,792.102,1062.26,1100.36,381.96,1230.01,1194.33,656.83,1217.42,1094.96
746,710.262,848.13,1495.79,429.122,1174.3,1516.81,739.434,774.746,1177.97,793.918,1062.27,1100.34,387.963,1236.29,1193.68,662.215,1218.84,1094.33
747,709.046,848.992,1496.1,433.75,1180.46,1516.26,735.891,776.376,1177.24,795.999,1061.35,1100.51,393.727,1242.82,1193.06,667.498,1220.34,1093.94
748,707.505,850.398,1496.02,438.304,1186.34,1515.53,732.769,776.437,1177.96,798.209,1060.77,1100.58,399.6,1249.03,1192.36,673.013,1221.59,1093.3
749,706.173,851.481,1496.12,442.893,1192.67,1515.17,729.437,777.765,1177.51,800.346,1060.09,1100.73,405.21,1255.39,1191.69,678.456,1223.24,1092.98
750,704.691,853.219,1496.17,447.31,1198.51,1514.49,726.508,778.413,1177.39,802.654,1059.39,1100.8,410.754,1262.13,1191.26,683.834,1224.91,1092.42
751,703.327,854.971,1495.83,451.88,1204.84,1514,723.352,780.068,1176.98,804.994,1058.71,1100.89,416.48,1268.34,1190.63,688.903,1226.49,1092.18
752,701.959,856.985,1495.65,456.104,1210.75,1513.28,720.188,781.242,1176.85,807.183,1058.47,1100.77,421.853,1274.8,1190.19,693.955,1228.72,1092.06
753,700.428,858.809,1495.49,460.691,1216.79,1512.78,717.501,782.574,1176.4,809.521,1057.91,1101.04,427.364,1281.04,1189.5,698.487,1229.49,1091.54
754,698.879,861.123,1495.31,465.089,1223.05,1512.07,714.439,784.618,1176.3,810.616,1058.46,1101.2,432.788,1287.62,1189.14,702.977,1231.32,1091.3
755,697.226,863.348,1495.17,469.378,1229.01,1511.61,711.75,786.405,1176.15,812.698,1059.11,1101.12,438.147,1294.38,1188.7,707.235,1233.26,1091.3
756,695.603,865.884,1494.94,473.72,1235.25,1511.03,708.872,788.213,1176.23,814.513,1058.83,1101.42,443.405,1300.93,1188.28,711.454,1235.22,1091.08
757,693.849,868.259,1494.76,477.824,1241.31,1510.49,706.262,790.869,1175.72,816.741,1060,1101.32,448.494,1307.4,1187.71,715.668,1237.36,1091.2
758,691.887,871.125,1494.35,482.058,1247.85,1509.83,703.441,793.026,1176.03,818.721,1060.22,1101.42,453.469,1313.8,1187.11,719.849,1239.74,1091.29
759,689.908,873.963,1494.28,486.258,1253.73,1509.46,701.325,794.154,1176.88,820.702,1060.99,1101.33,458.451,1320.54,1186.82,723.857,1242.6,1091.74
760,688.025,877.024,1494.04,490.325,1260.36,1509.02,698.392,798.473,1175.6,823.176,1061.58,1101.73,463.172,1327.44,1186.31,727.516,1244.58,1091.83
761,686.089,880.368,1493.63,494.503,1267.17,1508.76,695.846,801.43,1175.48,824.975,1062.1,1101.94,468.161,1333.77,1185.99,731.233,1247.41,1092.02
762,684.113,883.968,1493.18,498.356,1272.94,1508.26,694.563,806.829,1172.74,827.305,1064.11,1101.74,472.927,1340.72,1185.65,734.773,1250,1092.11
763,682.061,887.444,1493.02,502.358,1279.55,1507.91,691.047,808.328,1174.57,828.834,1065.34,1102.11,477.875,1347.66,1185.46,738.244,1252.55,1092.08
764,680.13,891.252,1492.57,506.007,1285.69,1507.41,688.544,811.868,1174.53,830.974,1067.15,1102.29,482.718,1354.62,1185.15,741.627,1255.77,1092.26
765,678.172,895.201,1492.22,509.834,1292.6,1507.29,686.22,815.443,1174.27,832.636,1068.01,1103.22,487.407,1361.53,1184.93,745.108,1258.87,1092.27
766,676.284,899.548,1491.64,513.38,1298.52,1506.74,683.966,819.625,1173.94,834.339,1070.29,1103.99,492.272,1368.37,1184.54,748.339,1262.56,1092.43
767,674.48,904.121,1490.96,516.953,1305.03,1506.31,681.49,823.718,1173.63,836.523,1071.79,1104.82,496.932,1375.74,1184.47,751.731,1265.73,1092.2
768,672.715,908.828,1490.36,520.558,1311.96,1506.11,679.147,828.139,1173.26,838.108,1073.64,1105.66,501.619,1382.91,1184.17,754.992,1269.2,1092.34
769,671.062,913.659,1489.94,523.709,1318.05,1505.56,676.687,832.514,1172.93,840.189,1076.58,1105.97,506.418,1389.95,1183.82,758.36,1272.68,1092.59
770,669.357,918.918,1488.93,526.996,1324.68,1505.23,674.393,836.991,1172.32,842.07,1078.9,1107.04,510.996,1397.19,1183.58,761.8,1276.3,1093.01
771,667.683,923.948,1488.23,530.075,1331.28,1504.69,672.002,841.761,1172.13,843.3,1081.4,1107.87,515.593,1404.31,1183.19,765.148,1280.1,1093.48
772,666.022,929.321,1487.4,532.966,1338.22,1504.48,669.862,846.543,1171.36,845.287,1084.72,1108.27,520.404,1411.55,1183.1,768.474,1284.2,1094.19
773,664.486,934.905,1486.55,535.767,1344.64,1504.07,667.842,851.496,1170.69,846.606,1086.53,1109.89,524.817,1418.82,1182.83,772.139,1288.07,1095.02
774,663.159,940.554,1485.86,538.565,1351.42,1503.94,665.608,856.491,1170.6,847.884,1090.4,1110.58,529.374,1425.66,1182.87,775.351,1292.75,1096.03
775,661.707,946.318,1485.15,541.088,1358.2,1503.92,663.696,861.716,1170.27,849.17,1093.28,1111.68,533.778,1432.56,1182.89,778.396,1296.9,1097.11
776,660.481,952.068,1484.73,543.516,1364.87,1504.28,661.729,866.928,1170.05,850.391,1095.7,1113.3,538.008,1439.56,1183.43,782.263,1302.27,1098.72
777,659.449,958.035,1484.64,545.99,1371.66,1504.88,659.782,872.207,1170.53,851.676,1099.23,1114.56,541.903,1446.5,1183.98,785.622,1305.44,1098.99
778,658.577,963.632,1484.89,548.145,1378.15,1505.45,657.939,877.605,1170.74,852.391,1101.95,1115.7,545.759,1453.04,1184.71,789.045,1310.54,1100.29
779,657.678,968.966,1485.36,550.228,1384.46,1506.12,655.917,882.938,1171.8,853.334,1106.65,1117.07,549.733,1460.05,1185.97,792.544,1315.82,1101.64
780,656.972,974.331,1486.15,552.592,1391.7,1507.35,654.228,888.479,1172.47,853.633,1110.22,1118.89,553.414,1466.53,1186.86,795.881,1320.88,1103.22
781,656.31,980.279,1486.61,554.574,1397.48,1508.04,652.267,893.772,1173.56,854.163,1114.87,1120.55,557.082,1473.29,1188.05,798.953,1325.46,1104.72
782,655.719,985.904,1487.23,556.367,1403.78,1508.83,650.55,898.725,1174.87,854.315,1118.12,1123.23,560.555,1480.09,1189.35,801.828,1330.02,1106.31
783,655.343,992.01,1488.09,558.922,1410.77,1510.25,648.8,904.085,1175.71,854.933,1122.71,1125.74,563.84,1486.69,1190.51,804.707,1334.81,1108.14
784,655.031,997.45,1488.81,560.923,1416.11,1510.72,648.912,911.448,1174.36,855.118,1126.18,1128.64,567.088,1493.56,1191.85,807.448,1339.49,1109.86
785,654.758,1003.41,1489.83,563.009,1422.31,1511.63,646.318,914.91,1177.35,855.768,1130.56,1131.54,569.967,1499.87,1192.74,810.138,1344.21,1111.34
786,654.491,1008.61,1490.68,564.795,1428.35,1512.67,645.26,919.79,1178.52,856.094,1133.92,1134.83,573.232,1506.59,1194.2,812.956,1349.66,1112.97
787,654.103,1014.88,1491.33,566.587,1434.49,1513.61,644.389,925.019,1179.49,856.708,1138.23,1138.18,576.194,1512.83,1195.29,815.199,1353.46,1113.84
788,653.665,1020.2,1492.15,568.491,1440.29,1514.51,643.488,930.577,1180.44,857.125,1142.01,1142.27,579.132,1519.3,1196.65,817.356,1358.27,1115.5
789,653.27,1026.45,1492.66,570.284,1446.32,1515.27,642.778,935.4,1181.8,857.909,1146.92,1145.6,582.112,1526.14,1198.03,819.33,1362.93,1117.48
790,652.29,1033.82,1492.38,571.936,1452.41,1516.2,642.803,938.329,1184.94,858.066,1151.34,1148.21,584.925,1532.56,1199.18,820.908,1366.97,1119.08
791,652.266,1037.74,1493.87,573.641,1458.56,1516.97,642.353,944.865,1184.91,858.541,1158.07,1150.92,587.198,1538.15,1199.88,822.646,1371.32,1120.81
792,651.696,1043.52,1494.49,575.348,1464.09,1517.67,643.289,952.597,1183.47,859.032,1162.58,1153.92,589.543,1544.12,1200.69,824.741,1376.04,1122.57
793,650.849,1050.6,1494.25,576.979,1470.12,1518.37,641.534,955.353,1186.48,860.066,1164.34,1157.1,591.487,1550.1,1201.72,826.254,1380.76,1122.96
794,651.026,1054.32,1496.03,578.813,1477.09,1519.61,640.398,960.018,1187.74,862.627,1164.44,1160.18,593,1556.73,1202.51,827.706,1388.18,1123.45
795,650.103,1060.84,1496.08,580.039,1481.44,1519.67,639.08,965.226,1188.46,865.938,1163.12,1164.9,593.885,1563.9,1203.89,828.238,1394.09,1121.78
796,649.914,1065.19,1496.98,581.429,1487.06,1520.43,638.073,972.306,1186.87,871.652,1163.77,1166.56,594.774,1570.99,1204.89,828.471,1402.06,1119.49
797,649.005,1070.47,1497.44,582.562,1492.72,1521.11,634.753,975.488,1189.5,876.56,1160.37,1172.72,595.251,1578.29,1206.24,828.099,1410.7,1116.21
798,648.063,1074.58,1498.42,584.205,1497.8,1521.45,632.388,980.272,1190.41,880.924,1155.26,1180.18,595.258,1586.12,1207.32,827.301,1420.29,1112.29
799,646.787,1078.11,1500.1,585.572,1503.2,1521.46,630.052,985.031,1191.03,883.777,1147.55,1190.31,594.809,1594.1,1208.26,826.069,1430.5,1107.63
800,644.578,1084.35,1500.34,587.26,1508.67,1521.66,628.407,988.97,1192.53,887.952,1141.75,1198.4,594.023,1602.12,1209.31,824.554,1441.22,1102.68
801,642.771,1088.8,1501.39,588.587,1514.01,1521.66,626.41,993.136,1193.74,891.673,1136.25,1206.43,593.26,1610.04,1210.13,822.836,1452.05,1097.56
802,641.032,1093.04,1502.77,590.373,1519.14,1522.02,626.875,998.172,1193.19,894.96,1130.77,1214.48,592.055,1618.05,1211.35,820.995,1462.88,1092.78
803,639.405,1098.04,1503.26,591.89,1524.3,1522.42,626.334,1001.07,1195.31,897.322,1125.41,1223.22,591.08,1625.48,1212.62,819.257,1473.49,1088.94
804,638.09,1101.86,1504.83,593.182,1529.43,1523.12,626.124,1003.47,1197.17,899.62,1121.64,1231.15,590.236,1632.41,1214.02,817.747,1482.74,1085.62
805,637.358,1106.55,1505.91,594.533,1534.29,1523.93,625.871,1005.18,1200.12,901.026,1117.48,1239.7,589.435,1639.1,1215.36,816.255,1490.88,1082.98
806,636.62,1111.91,1506.54,595.981,1538.68,1524.58,626.146,1007.99,1201.41,902.573,1113.61,1248.17,588.921,1645.19,1216.82,815.023,1498.82,1081.26
807,636.052,1115.55,1508.51,597.214,1543.37,1525.26,626.047,1008.79,1204.46,903.935,1111.09,1255.93,588.654,1650.89,1218.21,814.533,1506.23,1079.89
808,635.582,1120.05,1509.05,598.099,1547.83,1525.81,626.566,1010.61,1206.39,904.648,1108.63,1263.66,588.674,1656.25,1219.28,814.16,1512.6,1078.68
809,635.553,1125.12,1509.69,599.241,1552.07,1526.46,627.573,1011.72,1209.28,905.848,1106.83,1270.84,588.735,1661.31,1220.06,814.102,1518.37,1077.69
810,635.488,1128.53,1511.43,600.301,1555.99,1526.8,629.164,1014.14,1210.91,906.742,1105.99,1277.8,589.113,1665.43,1220.73,814.034,1523.63,1077.24
811,635.383,1132.18,1512.58,601.429,1560.09,1527.26,629.991,1014.42,1213.91,907.638,1104.49,1284.52,589.502,1669.82,1221.12,814.67,1528.41,1076.62
812,635.66,1136.68,1512.74,602.526,1564.15,1527.63,632.263,1017.58,1215.27,908.807,1105.11,1289.95,590.269,1673.56,1221.4,815.102,1532.58,1075.96
813,635.666,1139.75,1514.64,603.689,1567.96,1527.91,633.513,1017.29,1218.5,909.731,1104.28,1297.29,590.938,1676.96,1221.34,815.758,1536.63,1075.43
814,635.805,1143.76,1514.62,605.071,1571.5,1528.04,634.431,1017.02,1222.18,910.973,1104.69,1302.84,591.632,1680.1,1221.27,816.72,1540.56,1075.03
815,636.136,1146.91,1515.82,606.325,1574.75,1527.9,636.598,1018.4,1224.39,912.259,1104.75,1308.61,592.613,1683.17,1221.29,817.671,1543.56,1074.3
816,635.966,1149.69,1517.36,607.788,1578.17,1528.08,639.536,1019.48,1226.18,913.59,1105.99,1313.99,593.612,1685.57,1220.77,818.717,1546.84,1073.54
817,636.261,1152.73,1517.52,609.162,1581.21,1528.01,641.822,1021.6,1227.67,914.896,1106.16,1319.83,594.712,1688.13,1220.34,819.854,1549.26,1072.74
818,636.859,1153.31,1519.49,611.081,1585.69,1528.3,644.565,1023.89,1228.23,916.594,1107.3,1325.59,595.84,1690.28,1219.72,821.107,1552.31,1072.2
819,636.618,1157.94,1519.13,612.262,1587.57,1527.73,647.333,1025.85,1230.02,918.46,1108.18,1330.17,596.938,1692.43,1219.06,822.125,1553.96,1071.02
820,636.59,1160.09,1519.76,613.887,1590.62,1527.42,650.4,1026.36,1231.88,919.987,1109.01,1335.31,598.195,1694.51,1218.32,823.341,1556.2,1070.47
821,636.786,1163.29,1519.74,615.615,1593.2,1527.13,653.499,1027.93,1233.13,922.258,1110,1341.1,599.531,1696.51,1217.58,824.497,1557.57,1069.31
822,637.118,1165.56,1520.06,617.883,1596.56,1527.15,656.792,1030.53,1233.46,924.429,1111.03,1346.14,600.843,1698,1216.82,825.605,1558.79,1068.34
823,637.218,1167.87,1520.17,619.59,1598.05,1526.15,660.229,1031.79,1235.01,926.458,1111.82,1351.63,602.511,1699.77,1215.75,826.781,1560.11,1067.32
824,637.504,1169.57,1520.87,621.464,1600.29,1525.86,664.035,1033.25,1235.94,928.97,1112.46,1356.36,603.951,1701.07,1215.01,827.691,1561.14,1066.44
825,638.01,1171.43,1521.09,623.383,1602.54,1525.48,668.083,1035.13,1236.02,931.768,1112.67,1362.07,605.871,1703.62,1214.76,828.51,1562.32,1065.51
826,638.504,1173.22,1521.08,625.602,1604.96,1525.38,671.792,1036.96,1237.34,934.435,1114.94,1365.64,607.204,1704.4,1213.67,829.159,1562.47,1064.2
827,639.375,1172.63,1522.35,627.387,1606.15,1524.62,676.244,1038.35,1238.19,937.325,1115.34,1371.54,609.06,1705.49,1212.77,829.967,1563.18,1063.15
828,639.472,1176.72,1521.12,629.165,1607.83,1524.24,680.655,1040.15,1238.8,940.497,1116.03,1376.35,610.701,1706.66,1212.2,830.887,1564.15,1062.34
829,640.339,1178.72,1521.02,631.248,1609.17,1524.04,685.272,1040.68,1240.19,943.773,1116.67,1381.08,612.67,1708.42,1211.82,831.588,1563.91,1060.94
830,641.374,1179.64,1521.44,632.912,1610.69,1523.7,691.779,1045.73,1237.69,947.238,1117.23,1385.55,614.518,1709.19,1211.34,832.174,1563.92,1059.69
831,642.677,1180.42,1521.42,634.819,1611.9,1523.35,695.752,1043.96,1241.26,950.755,1117.94,1389.52,615.925,1709.69,1210.46,832.77,1564.14,1058.89
832,643.917,1182.16,1521.21,636.791,1613.71,1523.43,700.861,1046.22,1241.35,954.415,1118.41,1393.69,617.758,1710.46,1209.95,833.313,1564.04,1057.79
833,645.168,1182.87,1521.34,638.093,1613.96,1522.87,706.496,1046.89,1242.82,958.13,1118.58,1397.62,619.235,1710.95,1209.41,833.919,1563.98,1056.81
834,647.255,1184.06,1521.09,639.679,1614.47,1522.36,711.99,1047.85,1243.76,961.965,1118.02,1402.62,620.818,1712.05,1209.13,834.621,1563.72,1055.93
835,648.794,1184.59,1521.3,641.017,1615.09,1521.95,718.112,1049.96,1243.62,967.714,1122.3,1402.48,622.43,1712.26,1208.53,835.382,1563.37,1055.11
836,651.141,1185.79,1520.97,642.107,1615.57,1521.67,723.776,1049.85,1245.2,1019.01,1167.41,1393.62,623.646,1712.71,1208.09,836.168,1564.42,1055.41
837,653.085,1186.47,1520.74,643.332,1616.03,1521.39,729.947,1051.46,1245.87,974.155,1121.39,1413,624.924,1713.32,1207.77,836.766,1563.03,1053.83
838,655.654,1187.18,1520.29,644.455,1616.19,1520.93,737.269,1056.45,1243.3,979.903,1123.84,1414.1,626.346,1713.32,1207.13,837.488,1563.35,1053.7
839,658.073,1187.35,1520.35,645.247,1616.52,1520.65,742.105,1053.41,1247.12,981.966,1121.71,1420.83,627.256,1713.34,1206.74,838.372,1563.46,1053.42
840,660.514,1187.83,1519.98,646.319,1618.01,1520.94,749.387,1056.12,1245.71,985.978,1118.29,1427.43,628.211,1713.47,1206.53,839.098,1563.44,1053.01
841,663.115,1188.14,1519.86,646.676,1616.77,1520.23,754.133,1055.21,1249.1,989.844,1118.4,1431.09,629.193,1713.43,1206.34,839.768,1562.3,1051.71
842,665.243,1187.73,1520.09,647.42,1616.73,1520.11,761.24,1058.32,1248.46,993.701,1119.1,1434.09,630.065,1713.2,1206.1,841.062,1564.34,1052.49
843,667.926,1187.69,1520.66,648.282,1617.47,1520.46,766.127,1055.84,1251.94,997.652,1118.13,1437.65,630.606,1713.02,1206.05,841.452,1563.12,1051.51
844,670.002,1187.75,1520.35,648.941,1617.52,1520.56,773.278,1058.59,1251.03,1001.84,1118.77,1440.31,631.026,1712.69,1205.97,842.285,1563.73,1051.45
845,672.423,1187.28,1521.1,649.612,1617.52,1520.63,777.766,1057.84,1254.47,1005.75,1118.63,1443.12,631.385,1712.22,1205.99,842.408,1562.19,1050.28
846,674.483,1188.12,1520.02,650.422,1617.06,1520.61,783.809,1058.19,1255.49,1009.84,1119.12,1445.24,631.657,1711.67,1205.91,842.9,1563.11,1050.67
847,677.179,1184.58,1522.75,650.937,1615.85,1520.28,789.153,1058.23,1257.19,1013.76,1119.23,1447.58,631.826,1711.03,1205.79,843.263,1563.25,1050.59
848,678.86,1186.63,1521.55,651.58,1615.54,1520.35,794.711,1060.19,1257.85,1017.83,1119.9,1449.36,631.866,1710.53,1205.73,843.677,1563.58,1050.51
849,681.039,1186.31,1521.66,652.302,1614.99,1520.28,800.279,1060.7,1258.84,1021.63,1120.71,1450.2,631.832,1709.88,1205.66,844.006,1563.78,1050.34
850,683.535,1183.77,1522.8,653.191,1614.43,1520.29,805.416,1060.69,1260.07,1025.42,1121.44,1451.76,631.725,1709.21,1205.57,844.415,1564.17,1050.29
851,685.234,1186.53,1521.12,653.902,1614.13,1520.42,810.436,1062.91,1260.59,1029.57,1119.67,1454.64,631.691,1708.62,1205.52,844.715,1564.45,1050.19
852,687.449,1185.63,1521.39,654.531,1613.77,1520.49,815.532,1062.84,1261.71,1033.65,1119.46,1455.91,631.625,1708.08,1205.49,844.918,1563.04,1048.75
853,689.773,1184.31,1522.07,655.238,1612.97,1520.39,820.473,1060.68,1264.4,1037.78,1119.73,1457.18,631.612,1707.47,1205.45,845.219,1563.1,1048.41
854,691.973,1182.25,1522.59,655.8,1612.4,1520.41,826.284,1066.46,1260.42,1041.82,1120.32,1458.21,631.549,1706.78,1205.38,845.493,1563.2,1048.05
855,693.68,1184.62,1521.37,656.236,1611.99,1520.5,830.676,1067.99,1260.73,1045.69,1120.79,1458.97,631.542,1706.18,1205.38,845.713,1563.38,1047.77
856,696.061,1181.82,1522.14,656.688,1611.41,1520.54,834.72,1067.96,1261.51,1049.24,1121.83,1459.44,631.6,1705.36,1205.33,845.999,1563.43,1047.49
857,697.582,1184.32,1520.25,657.302,1610.61,1520.49,837.403,1066.83,1263.99,1052.42,1124.01,1458.96,631.672,1704.52,1205.31,846.293,1563.56,1047.23
858,699.623,1183.08,1520.21,657.885,1609.91,1520.42,841.432,1067.08,1264.43,1055.49,1124.16,1459.91,631.733,1703.57,1205.19,846.534,1563.61,1046.91
859,702.842,1186.75,1516.65,658.275,1609.49,1520.44,844.819,1068.8,1264.07,1058.06,1123.82,1461,631.7,1702.9,1205.13,846.807,1563.69,1046.59
860,703.782,1182.55,1519.37,658.999,1608.8,1520.39,848.27,1068.77,1264.41,1060.65,1127.63,1460.47,631.665,1702.28,1205.04,847.065,1563.77,1046.27
861,705.384,1182.36,1518.8,659.819,1608.04,1520.34,851.697,1068.7,1264.72,1063.54,1127.34,1461.62,631.657,1701.66,1205,847.416,1564.49,1046.3
862,707.555,1182.52,1518,660.488,1607.53,1520.37,855.127,1070.64,1263.86,1065.52,1128.83,1461.65,631.75,1701.02,1204.95,847.582,1564.19,1045.67
863,709.292,1181.46,1517.61,661.186,1606.86,1520.32,858.294,1070,1264.47,1067.94,1129.59,1462.22,631.855,1700.36,1204.91,847.874,1564.17,1045.24
864,711.349,1181.53,1516.7,662.05,1606.01,1520.28,861.346,1070.92,1264.01,1069.82,1131.25,1462.37,632.036,1699.68,1204.87,848.141,1564.2,1044.87
865,713.178,1180.78,1516.76,662.804,1605.49,1520.4,864.154,1072.26,1263.51,1071.94,1132.87,1462.59,632.343,1699.02,1204.93,848.402,1564.3,1044.5
866,714.893,1179.84,1516.73,663.724,1604.78,1520.52,866.675,1072.16,1263.67,1074.01,1133.43,1462.69,632.626,1698.43,1205.08,848.657,1564.27,1044.03
867,716.892,1179.99,1516.13,664.989,1604.89,1521.08,869.491,1072.65,1263.47,1075.77,1135.78,1462.12,632.957,1697.82,1205.29,848.948,1564.12,1043.53
868,718.208,1179.69,1515.77,665.671,1604.51,1521.21,873.973,1076.01,1260.34,1077.94,1134.72,1462.78,633.292,1697.34,1205.45,849.254,1563.99,1043.04
869,720.179,1178.97,1515.75,666.343,1603,1520.93,874.353,1075.2,1261.69,1079.47,1137.18,1461.95,633.831,1697.66,1206.14,849.614,1563.87,1042.58
870,721.786,1178.73,1515.57,667.133,1602.29,1520.94,877.075,1075.62,1261.55,1081.27,1138.42,1461.99,634.189,1696.36,1205.85,849.987,1563.81,1042.21
871,723.193,1178.47,1514.65,667.779,1601.88,1521.04,878.558,1075.35,1261.51,1082.86,1136.74,1461.82,634.707,1695.75,1205.91,850.376,1563.63,1041.92
872,724.913,1177.98,1514.53,668.567,1601.27,1521.13,880.911,1075.83,1260.98,1084.69,1138.18,1460.61,635.118,1695.45,1206.07,850.768,1563.58,1041.73
873,726.329,1177.97,1514.03,669.434,1600.62,1521.15,882.33,1076.16,1260.62,1086.33,1138.61,1459.74,635.611,1695.15,1206.18,851.175,1563.58,1041.72
874,727.678,1176.86,1514.34,670.029,1600.32,1521.26,885.247,1079.35,1257.3,1087.44,1137.78,1459.46,636.235,1694.72,1206.29,851.518,1563.24,1041.59
875,729.13,1177.34,1513.3,670.358,1599.63,1521.26,885.469,1078.84,1257.9,1088.74,1137.38,1458.77,636.893,1694.18,1206.3,852.152,1562.99,1041.57
876,730.345,1176.58,1514.02,671.168,1599.21,1521.37,888.764,1082.43,1254.72,1089.6,1136.86,1458.08,637.493,1693.92,1206.41,852.849,1562.69,1041.59
877,732.077,1173.21,1515.44,671.894,1598.78,1521.47,889.397,1082.13,1253.97,1090.48,1136.51,1457.3,638.047,1693.73,1206.66,853.569,1562.63,1041.78
878,732.632,1175.38,1513.47,672.579,1598.46,1521.63,890.081,1081.76,1253.3,1091.13,1136.56,1456.92,638.832,1694.17,1207.34,854.137,1562.98,1042.12
879,733.764,1174.7,1513.24,673.09,1598.28,1521.82,890.774,1081.31,1252.82,1091.62,1136.56,1456.48,639.286,1693.21,1207.05,854.646,1562.75,1042.32
880,734.816,1174.81,1512.73,673.741,1597.91,1521.92,889.849,1079.47,1254.5,1091.88,1136.36,1455.77,639.886,1693,1207.25,855.381,1562.52,1042.52
881,735.833,1174.48,1512.53,674.396,1597.51,1522.06,890.122,1079.19,1254.39,1092.21,1136.47,1455.07,640.445,1692.91,1207.49,856.112,1562.38,1042.7
882,736.726,1173.41,1512.69,674.972,1597.25,1522.24,890.601,1079,1254.24,1092.37,1136.21,1454.41,640.99,1692.85,1207.71,856.755,1562.25,1042.92
883,737.589,1171.05,1513.53,675.734,1598.14,1522.92,891.018,1078.77,1254.03,1092.39,1136.25,1453.72,641.537,1692.82,1207.93,857.287,1562.42,1043.31
884,737.828,1173.27,1512.04,676.12,1596.89,1522.54,893.042,1080.49,1251.67,1092.52,1136.07,1453.54,642.113,1692.75,1208.11,857.928,1562.46,1043.63
885,738.485,1173,1511.84,677.115,1597.26,1522.92,891.994,1078.42,1253.04,1092.75,1135.95,1453.34,642.727,1692.61,1208.21,858.615,1562.45,1043.95
886,739.051,1172.84,1511.71,677.827,1597.16,1523.01,892.444,1078.56,1252.09,1093.02,1135.93,1453.29,643.215,1692.5,1208.33,859.304,1562.58,1044.13
887,739.641,1172.82,1511.39,678.508,1597.46,1523.25,892.838,1078.59,1251.5,1093.45,1136.12,1452.98,643.699,1692.5,1208.39,860.031,1562.69,1044.35
888,740.143,1172.81,1511.09,679.276,1597.28,1523.22,893.156,1078.92,1250.98,1093.82,1136.79,1452.3,644.253,1692.62,1208.48,860.531,1562.85,1044.56
