,Nico1:epd1,Nico1:epd1,Nico1:epd1,Nico1:epd2,Nico1:epd2,Nico1:epd2,Nico1:bd2,Nico1:bd2,Nico1:bd2,Nico1:abd2,Nico1:abd2,Nico1:abd2,Nico1:abg1,Nico1:abg1,Nico1:abg1,Nico1:abg2,Nico1:abg2,Nico1:abg2
Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
397,537.502,1065.26,1497.8,276.785,721.237,1509.76,669.394,1096.4,1201.74,484.918,1242.02,1023.04,239.096,638.025,1189.64,66.2992,802.411,1025.23
398,536.547,1070.09,1497.03,283.67,720.39,1508.98,667.927,1104.35,1201.29,480.128,1244.79,1022.3,248.376,635.031,1189.31,71.3278,795.021,1024.74
399,535.433,1074.63,1496.19,290.374,719.8,1507.97,666.99,1112.37,1200.51,475.604,1248.37,1021.72,257.632,632.14,1188.82,76.4126,787.589,1023.99
400,534.298,1079.64,1495.51,296.99,719.351,1507.06,665.118,1119.78,1200.09,470.797,1251.22,1021.26,267.2,629.464,1188.58,81.9072,779.953,1023.04
401,533.22,1084.71,1494.85,303.728,719.27,1506.15,663.632,1127.03,1199.43,466.173,1254.76,1020.82,276.813,627.013,1188.17,87.7327,772.417,1022.45
402,531.992,1088.83,1494.07,310.383,718.802,1505.72,662.497,1135.44,1198.97,461.518,1257.86,1020.41,286.446,624.484,1187.73,93.6437,764.559,1021.25
403,530.942,1093.17,1493.36,317.201,718.46,1505.38,659.535,1141.1,1197.96,456.877,1261.18,1020.27,296.185,622.383,1187.62,99.8011,756.888,1020.55
404,529.86,1097.59,1492.95,323.899,718.624,1504.4,657.516,1147.86,1197.42,452.293,1264.44,1019.99,305.896,620.473,1187.46,106.024,748.75,1020.09
405,528.962,1101.18,1492.26,330.723,717.733,1504.62,655.667,1155.08,1197.11,447.741,1267.59,1020.03,315.554,618.822,1187.54,112.776,740.547,1018.67
406,527.96,1104.48,1491.56,337.382,717.537,1504.25,653.716,1161.83,1196.55,443.415,1270.82,1020.13,325.202,616.983,1187.69,119.609,732.409,1018.09
407,527.162,1107.83,1490.93,343.836,717.26,1503.87,651.8,1168.33,1196.3,438.945,1273.7,1019.93,334.856,615.297,1187.68,126.462,724.752,1017.2
408,526.557,1110.85,1490.09,350.289,717.211,1503.67,649.89,1175.16,1195.87,434.543,1277.01,1020.28,344.487,613.469,1187.71,133.664,716.625,1016.43
409,526.09,1113.97,1489.21,356.481,716.959,1503.35,647.79,1181.06,1195.19,430.23,1279.9,1020.7,354.047,611.57,1187.66,140.873,708.505,1015.61
410,525.601,1116.55,1488.44,362.802,716.852,1503.07,645.745,1187.06,1194.67,425.896,1283.35,1021.29,363.446,610.322,1187.62,147.815,701.013,1014.82
411,525.298,1118.83,1487.23,368.852,716.694,1502.67,643.883,1192.72,1193.99,421.94,1286.47,1022.01,372.54,608.901,1187.81,155.051,692.822,1014.41
412,524.955,1121.36,1486.35,374.839,716.629,1502.33,641.892,1197.72,1193.24,417.796,1289.07,1022.72,381.746,606.96,1188.01,162.329,685.177,1013.7
413,524.942,1123.72,1485.71,380.617,716.47,1502.15,639.899,1202.8,1192.58,413.872,1292.4,1023.89,390.509,606.091,1187.97,169.244,677.453,1013.35
414,524.935,1125.86,1484.82,386.362,716.43,1501.88,637.869,1207.26,1191.96,409.883,1294.86,1024.7,399.14,604.695,1188.36,176.273,669.914,1013.25
415,524.814,1127.8,1484.2,391.714,716.428,1501.9,636.206,1212.83,1192.05,406.319,1297.83,1026.08,407.439,603.526,1189.06,183.965,660.92,1014.63
416,524.703,1129.54,1483.89,397.342,716.073,1502.7,633.718,1215.52,1191.17,402.657,1300.87,1027.48,415.694,602.325,1189.65,190.561,654.431,1013.48
417,524.793,1131.38,1483.72,402.315,716.658,1502.56,632.077,1219.14,1190.88,399.001,1303.43,1028.58,423.589,601.608,1190.56,197.57,647.448,1013.72
418,524.934,1133.04,1483.64,407.203,716.708,1502.95,630.326,1222.15,1190.69,395.94,1306.24,1029.84,431.504,600.488,1191.73,204.611,640.026,1014.18
419,525.149,1134.51,1483.78,412.152,716.739,1503.54,628.765,1226.23,1191.06,392.906,1308.77,1031.18,438.997,599.838,1192.39,212.343,631.902,1016.25
420,525.435,1135.55,1484.1,417.099,716.536,1504.31,626.626,1228.18,1190.93,389.96,1310.87,1032.68,446.236,599.307,1193.96,218.732,626.03,1015.76
421,525.641,1136.47,1484.32,421.806,716.207,1505.42,624.965,1230.59,1191.19,387.153,1312.87,1034.25,453.345,598.696,1195,225.735,619.387,1016.81
422,525.87,1137.32,1484.61,426.309,716.324,1505.78,623.482,1232.82,1191.44,384.665,1315.32,1036.62,460.403,597.961,1196.22,232.489,612.95,1017.98
423,526.013,1137.96,1484.76,431.063,715.891,1506.7,621.886,1235.18,1191.94,382.062,1316.82,1038.36,467.21,597.165,1197.61,238.819,606.598,1019.38
424,526.134,1138.99,1485.31,435.732,715.679,1507.39,620.583,1236.79,1192.28,379.294,1318.28,1040.11,473.819,596.491,1198.7,245.09,600.796,1020.38
425,526.372,1139.88,1486.07,440.617,714.948,1508.57,619.112,1238.57,1192.8,376.627,1319.87,1042.25,480.205,595.812,1199.87,251.181,594.647,1022.14
426,526.566,1140.46,1486.6,444.889,715.156,1508.64,618.11,1240.06,1193.25,374.022,1321.53,1044.33,486.266,595.245,1200.68,256.906,589.265,1023.74
427,526.872,1140.84,1487.34,449.243,714.782,1509.13,616.969,1241.72,1193.82,371.401,1322.78,1046.47,492.177,594.595,1201.85,262.441,583.897,1025.27
428,527.098,1141.3,1487.79,453.55,714.357,1509.57,616.07,1242.9,1194.2,368.528,1323.61,1048.23,497.854,593.821,1202.74,267.692,578.61,1026.87
429,527.076,1141.95,1488.06,457.675,714.061,1509.91,615.092,1244.21,1194.66,366.144,1324.87,1050.65,503.237,593.387,1203.19,272.95,573.392,1028.88
430,527.286,1142.38,1488.46,461.66,713.878,1510.14,614.115,1245.45,1194.97,363.39,1325.64,1053.01,508.473,592.832,1203.91,277.635,568.426,1030.79
431,527.344,1142.56,1488.62,465.578,713.427,1510.4,613.028,1246.46,1195.22,360.876,1326.34,1055.02,513.344,592.568,1204.31,282.581,563.673,1032.43
432,527.514,1142.84,1489,469.314,713.178,1510.66,612.108,1247.85,1195.77,358.626,1326.96,1057.32,518.095,592.106,1205.01,286.861,559.422,1033.63
433,527.863,1143.44,1489.65,472.909,713.044,1510.62,611.166,1248.96,1196.05,356.331,1327.36,1059.03,522.691,591.635,1205.19,291.49,554.673,1035.5
434,528.009,1143.71,1490.02,476.547,712.127,1511.36,610.081,1249.93,1196.39,354.07,1327.5,1060.73,527.062,591.308,1205.71,295.858,550.569,1037.28
435,528.2,1143.86,1490.39,479.521,712.349,1510.96,608.657,1251.09,1196.75,352.202,1328.2,1062.54,531.06,591.485,1205.89,299.596,546.928,1038.55
436,528.405,1143.82,1490.76,482.767,711.353,1511.73,607.876,1251.91,1197.16,349.942,1328.11,1064.08,535.157,590.809,1206.7,303.748,543.249,1039.87
437,528.806,1144.26,1491.61,485.382,711.739,1511.45,606.769,1252.85,1197.48,348.093,1328.15,1065.17,538.851,590.992,1206.67,307.693,539.628,1041.24
438,528.882,1143.9,1491.47,488.166,711.271,1511.63,605.719,1253.74,1197.91,346.371,1328.33,1066.58,542.417,590.919,1206.89,311.472,536.205,1042.51
439,529.04,1143.79,1491.69,490.672,710.882,1511.86,604.78,1254.28,1198.18,344.643,1328.12,1067.7,545.693,590.734,1207.38,315.083,533.283,1043.77
440,529.189,1143.67,1491.89,493.021,710.715,1512.1,603.601,1255.16,1198.65,343.015,1327.88,1068.53,548.801,590.809,1207.24,318.391,530.392,1044.97
441,529.334,1143.53,1492.18,495.201,710.158,1512.35,602.608,1255.72,1199,341.362,1328,1069.61,551.569,591.055,1207.61,321.631,527.831,1045.6
442,529.547,1143.03,1492.45,497.251,709.873,1512.61,601.762,1255.96,1199.23,339.825,1327.77,1070.38,554.421,590.652,1208.01,324.709,525.531,1046.51
443,529.642,1141.89,1492.41,499.046,709.367,1512.81,600.879,1256.18,1199.51,338.403,1327.13,1071.1,556.849,590.872,1208.13,327.208,523.544,1046.96
444,530.329,1141.9,1492.95,500.884,709.027,1512.91,599.997,1256.47,1199.78,337,1326.94,1072.22,559.188,590.924,1208.08,329.921,521.62,1047.25
445,530.933,1141.55,1493.3,502.31,708.555,1512.99,599.274,1256.46,1199.89,335.728,1326.4,1073.09,562.078,588.566,1210.08,332.652,519.393,1048.08
446,531.596,1141.04,1493.39,503.574,708.097,1512.87,598.62,1256.19,1199.85,334.525,1325.71,1073.58,563.505,590.434,1208.54,334.654,517.866,1048.73
447,532.376,1140.7,1493.54,504.922,707.486,1512.72,598.1,1256.08,1199.86,333.415,1324.96,1074.21,565.315,590.202,1208.41,336.666,516.187,1049.11
448,533.387,1140.12,1493.49,505.909,707.102,1512.3,597.692,1256.06,1199.8,332.386,1324.32,1074.86,567.049,589.888,1208.16,338.448,514.843,1049.18
449,534.229,1139.41,1493.21,506.87,706.447,1512.15,597.394,1256.07,1199.67,331.405,1323.55,1075.36,568.678,589.444,1207.87,340.21,513.45,1049.21
450,534.958,1138.94,1493.1,507.737,705.951,1511.61,597.11,1255.83,1199.43,330.447,1322.38,1075.88,569.732,589.749,1206.9,341.462,512.356,1049.2
451,535.862,1138.59,1493.16,508.684,705.268,1511.3,596.976,1255.5,1199.19,329.796,1321.57,1076.44,570.922,589.463,1206.65,342.819,510.815,1049.26
452,536.595,1137.77,1492.56,509.554,704.743,1510.92,596.838,1255.05,1198.9,329.154,1320.77,1076.95,571.971,589.025,1206.15,343.728,510.207,1048.47
453,537.665,1137.19,1492.59,510.252,704.286,1510.5,596.849,1254.61,1198.61,328.536,1319.72,1077.28,572.742,588.572,1205.94,344.799,509.193,1048.28
454,538.281,1136.6,1492.07,511.004,703.638,1510.34,596.863,1254.05,1198.3,328.033,1318.7,1077.77,573.354,588.523,1205.22,345.831,508.043,1048.35
455,539.243,1136.12,1492.08,512.076,702.198,1510.87,596.9,1253.58,1198.05,327.702,1317.39,1078.25,573.862,588.334,1204.7,346.642,507.274,1048.05
456,540.177,1135.73,1492.43,512.429,702.307,1510.2,597.228,1253.86,1198.17,327.455,1316.49,1078.7,574.236,588.226,1204.35,347.145,506.917,1047.63
457,540.802,1135.15,1492.23,513.043,701.729,1510.1,597.359,1253.27,1197.89,327.363,1315.65,1078.9,574.571,588.099,1204,347.591,506.371,1047.49
458,541.19,1134.45,1491.73,513.547,701.209,1510.06,597.294,1251.87,1197.34,327.351,1314.77,1079.04,574.905,587.857,1203.82,348.149,505.59,1047.47
459,541.775,1133.88,1491.61,514.088,700.705,1510.08,597.439,1251.29,1197.18,327.363,1314,1079.14,575.256,587.496,1203.66,348.643,504.931,1047.45
460,542.399,1133.35,1491.63,514.48,700.578,1509.85,597.697,1250.72,1197.03,327.411,1313.3,1079.3,575.561,586.935,1203.75,348.944,504.419,1047.48
461,542.965,1132.74,1491.58,515.34,699.09,1510.72,597.928,1249.96,1196.91,327.533,1312.52,1079.5,575.754,586.427,1203.85,349.118,504.059,1047.49
462,543.507,1132.2,1491.57,515.865,698.572,1510.82,598.281,1249.2,1196.74,327.699,1311.74,1079.69,575.906,586.116,1203.62,349.181,503.755,1047.56
463,543.9,1131.9,1491.58,516.021,698.929,1510.28,598.55,1248.51,1196.62,327.953,1311.05,1079.88,576.018,585.464,1203.93,349.124,503.498,1047.75
464,544.392,1131.35,1491.57,516.462,698.449,1510.33,598.609,1247.8,1196.43,328.164,1310.32,1079.98,576.124,585.051,1203.76,348.967,503.313,1047.91
465,544.912,1130.78,1491.59,516.852,698.019,1510.32,599.044,1247.43,1196.53,328.46,1309.7,1080.05,576.129,584.629,1203.74,348.681,503.109,1048.27
466,545.433,1130.33,1491.74,517.176,697.528,1510.44,599.296,1246.9,1196.51,328.644,1309.14,1080.17,576.117,584.065,1203.83,348.33,502.99,1048.62
467,545.873,1129.92,1491.85,517.549,697.091,1510.48,599.588,1246.38,1196.55,328.919,1308.84,1080.37,576.046,583.638,1203.85,347.981,502.876,1048.92
468,546.248,1129.53,1491.86,517.924,696.607,1510.52,600.029,1245.76,1196.5,329.176,1308.42,1080.48,575.942,583.16,1203.89,347.543,502.759,1049.24
469,546.613,1129.16,1491.91,518.606,695.271,1511.17,600.416,1245.2,1196.5,329.424,1308.02,1080.6,575.75,582.734,1203.92,346.954,502.681,1049.68
470,547.082,1128.64,1491.99,518.939,694.86,1511.22,600.748,1244.58,1196.47,329.566,1307.66,1080.68,575.585,582.339,1203.82,346.265,502.569,1050.16
471,547.785,1128.56,1492.73,519.248,694.436,1511.29,601.127,1244.29,1196.62,329.793,1307.47,1080.91,576.043,579.747,1205.47,345.46,502.629,1050.41
472,548.263,1128.03,1492.77,519.282,694.52,1510.84,601.461,1244,1196.72,330.104,1307.2,1081.13,575.781,579.351,1205.38,344.666,502.818,1050.53
473,548.634,1127.24,1492.47,519.513,694.051,1510.87,601.779,1243.65,1196.84,330.417,1306.87,1081.32,574.859,580.764,1203.82,343.905,503.039,1050.79
474,549.008,1126.76,1492.5,519.716,693.681,1510.86,602.108,1243.41,1197.01,330.743,1306.61,1081.51,574.468,580.372,1203.69,343.259,503.121,1051.06
475,549.263,1126.44,1492.61,519.863,693.223,1510.89,602.45,1243.08,1197.15,331.064,1306.33,1081.73,574.032,580.069,1203.6,342.53,502.997,1051.56
476,549.501,1126.07,1492.76,519.975,692.811,1510.89,602.824,1242.59,1197.27,331.317,1306.11,1081.96,573.653,579.835,1203.39,341.754,502.918,1052.02
477,549.776,1125.53,1492.81,520.078,692.33,1510.89,603.378,1242.9,1197.81,331.629,1305.95,1082.12,573.121,579.678,1203.29,340.881,502.937,1052.45
478,550.078,1124.88,1492.81,520.194,691.707,1510.99,603.531,1241.63,1197.67,331.92,1305.7,1082.29,572.659,579.321,1203.17,340.033,503.289,1052.46
479,550.495,1124.57,1493.33,520.208,691.259,1510.95,603.866,1241.93,1198.17,332.209,1305.6,1082.46,572.268,578.829,1203.03,339.117,503.807,1052.4
480,550.852,1124.36,1493.52,520.173,690.798,1510.93,603.824,1240.87,1197.97,332.45,1305.42,1082.62,571.806,578.514,1202.83,338.303,504.117,1052.41
481,551.096,1123.67,1493.54,520.134,690.289,1510.92,603.996,1240.54,1198.12,332.728,1305.23,1082.8,571.198,578.251,1202.63,337.545,504.249,1052.54
482,550.859,1122.02,1492.81,520.032,689.917,1510.86,604.197,1240.08,1198.19,333.055,1305.05,1083,570.631,577.944,1202.55,336.785,504.237,1052.79
483,550.981,1121.38,1492.77,519.955,689.463,1510.82,604.359,1239.71,1198.28,333.318,1304.81,1083.21,570.223,577.599,1202.23,336.002,504.457,1052.91
484,551.391,1121.62,1493.23,519.899,689.06,1510.74,604.56,1239.26,1198.34,333.608,1304.61,1083.42,569.736,577.215,1202.08,335.079,505.063,1052.7
485,551.603,1121.25,1493.35,519.787,688.733,1510.67,604.8,1238.78,1198.38,333.829,1304.27,1083.55,569.244,576.816,1202,334.196,505.698,1052.51
486,551.821,1120.8,1493.4,519.687,688.333,1510.77,605.057,1238.28,1198.48,334.228,1304.13,1083.71,568.676,576.446,1202.07,333.422,506.055,1052.38
487,552.072,1120.25,1493.5,519.497,687.943,1510.79,605.292,1237.74,1198.5,334.407,1304.02,1083.8,568.159,576.022,1202.28,332.892,506.328,1052.32
488,552.243,1119.7,1493.58,519.335,687.594,1510.72,605.472,1237.37,1198.59,334.652,1303.79,1083.92,567.728,575.706,1202.19,332.327,506.581,1052.2
489,552.446,1119.26,1493.65,519.113,687.18,1510.72,605.633,1236.92,1198.68,334.901,1303.57,1084.07,567.776,573.619,1203.72,331.598,507.063,1052.03
490,552.777,1119.11,1494.13,518.875,686.775,1510.63,605.765,1236.49,1198.72,335.212,1303.44,1084.31,566.767,575.116,1202.21,330.78,507.638,1051.76
491,552.908,1118.68,1494.19,518.664,686.378,1510.68,605.887,1236.08,1198.81,335.445,1303.33,1084.56,566.244,574.872,1202.08,330.109,508.217,1051.29
492,553.022,1118.29,1494.24,518.439,685.906,1510.76,606.118,1235.8,1198.96,335.612,1303.22,1084.86,565.746,574.663,1202.02,329.576,508.538,1051.14
493,552.749,1117.08,1493.53,518.231,685.593,1510.64,606.276,1235.48,1199.09,335.759,1303.13,1085.2,565.369,574.285,1202.06,329.159,508.613,1051.11
494,553.02,1117.2,1493.87,518.031,685.22,1510.64,606.394,1235.22,1199.26,335.902,1303.07,1085.68,564.979,574.094,1201.88,328.731,508.671,1051.11
495,553.089,1116.82,1493.96,517.821,684.935,1510.67,606.209,1234.9,1199.32,335.936,1303.14,1086.19,564.593,574.128,1201.56,328.269,508.911,1051.1
496,553.178,1116.37,1494.03,517.664,684.653,1510.6,606.243,1234.63,1199.56,335.967,1303.17,1086.69,564.141,574.218,1201.14,327.818,509.135,1051.07
497,553.222,1115.92,1494.08,517.498,684.279,1510.57,606.471,1234.26,1199.79,336,1303.36,1087.25,563.625,573.997,1201.27,327.38,509.294,1051.01
498,553.29,1115.52,1494.15,517.338,683.93,1510.54,606.499,1233.9,1199.92,335.971,1303.53,1087.79,563.274,573.843,1200.93,326.979,509.465,1050.81
499,553.305,1115.14,1494.21,517.15,683.544,1510.56,606.546,1233.57,1200.07,335.924,1303.81,1088.4,562.911,573.586,1200.91,326.599,509.466,1050.59
500,553.344,1114.86,1494.33,516.943,683.176,1510.56,606.532,1233.39,1200.17,335.811,1304.18,1089.18,562.668,573.261,1200.96,326.278,509.39,1050.55
501,553.4,1114.49,1494.43,516.757,682.782,1510.57,606.558,1233.12,1200.31,335.697,1304.56,1089.97,562.435,573.033,1200.8,325.983,509.112,1050.6
502,553.435,1114.25,1494.6,516.511,682.493,1510.52,606.458,1232.77,1200.37,335.481,1304.95,1090.86,562.236,572.665,1200.78,325.74,508.675,1050.78
503,553.419,1113.91,1494.71,516.28,682.179,1510.47,606.39,1232.65,1200.52,335.255,1305.58,1091.91,562.08,572.447,1200.69,325.46,508.104,1051.02
504,553.388,1113.54,1494.81,516.1,681.905,1510.45,606.275,1232.41,1200.62,335.034,1306.13,1092.86,561.963,572.191,1200.65,325.348,507.322,1051.37
505,553.403,1113.3,1495.03,515.947,681.657,1510.42,606.096,1232.17,1200.73,334.655,1306.96,1093.93,561.854,571.982,1200.62,325.307,506.426,1051.7
506,553.32,1112.96,1495.15,515.848,681.437,1510.36,605.92,1232,1200.84,334.376,1307.72,1095.06,561.825,571.656,1200.62,325.262,505.503,1051.92
507,553.231,1112.63,1495.25,515.747,681.185,1510.36,605.665,1231.66,1200.93,333.988,1308.78,1096.52,561.852,571.365,1200.58,325.171,504.448,1052.25
508,553.128,1112.43,1495.38,515.676,680.868,1510.38,605.469,1231.47,1201.02,333.518,1309.71,1098,561.892,571.019,1200.6,325.039,503.132,1052.64
509,553,1112.16,1495.48,515.605,680.572,1510.38,605.463,1232.35,1201.56,333.124,1311.05,1099.5,561.963,570.7,1200.63,325.308,501.081,1053.63
510,552.809,1111.92,1495.57,515.499,680.318,1510.34,604.896,1231.23,1201.29,332.777,1312.59,1101.13,562.081,570.31,1200.76,325.555,499.129,1054.33
511,552.627,1111.73,1495.67,515.663,679.518,1510.8,604.605,1230.9,1201.38,332.481,1314.25,1103.23,562.247,570.036,1200.82,325.59,497.421,1054.91
512,552.377,1111.53,1495.71,515.634,679.201,1510.72,604.333,1230.76,1201.59,332.159,1315.66,1105.04,562.45,569.854,1200.77,326.016,494.328,1056.28
513,552.08,1111.23,1495.72,515.419,679.396,1510.24,603.945,1230.47,1201.68,331.678,1317.4,1106.92,562.67,569.627,1200.84,326.33,492.029,1057.27
514,551.735,1110.99,1495.79,515.386,679.144,1510.12,603.502,1230.34,1201.83,331.267,1319.19,1108.9,563.086,569.119,1201.09,327.035,488.54,1058.91
515,551.379,1110.74,1495.92,515.36,678.834,1510.05,602.985,1230.25,1201.91,330.97,1321.06,1110.98,563.656,568.389,1201.49,327.778,484.952,1060.58
516,550.909,1110.53,1495.94,515.579,678.005,1510.54,602.229,1230,1201.85,330.626,1323.43,1113.59,564.247,567.597,1201.92,328.56,481.488,1062.28
517,550.255,1110.27,1495.82,515.384,678.385,1509.94,601.865,1230.07,1202.07,330.269,1325.74,1116.03,564.665,567.213,1201.82,329.408,477.589,1063.92
518,550.074,1110.06,1496.1,515.401,678.086,1509.93,600.948,1230.02,1202.08,329.871,1327.75,1118.66,565.215,566.785,1201.75,330.579,473.238,1065.87
519,549.679,1109.96,1496.2,515.453,677.832,1509.92,600.42,1229.98,1202.22,329.545,1330.33,1121.26,565.679,566.517,1201.79,331.933,468.872,1067.78
520,549.25,1109.93,1496.25,515.499,677.591,1509.92,599.708,1229.85,1202.31,329.3,1333.02,1123.98,566.312,565.979,1202.18,333.134,464.219,1069.91
521,548.72,1109.79,1496.32,515.534,677.359,1509.92,599.037,1229.64,1202.28,328.901,1335.35,1126.89,567.204,564.727,1203.1,335.248,458.621,1073.65
522,548.123,1109.51,1496.28,515.61,677.149,1509.93,598.315,1229.6,1202.4,328.61,1337.68,1129.43,567.945,563.829,1203.55,336.462,454.848,1074.85
523,547.6,1109.43,1496.51,515.697,676.9,1509.98,597.221,1229.66,1202.35,328.409,1340.27,1132.49,568.681,563.148,1203.9,338.262,450.068,1077.16
524,546.85,1109.31,1496.47,515.748,676.9,1509.77,596.316,1229.88,1202.56,328.092,1342.83,1135.16,569.486,562.224,1204.59,340.081,445.19,1079.58
525,546.111,1109.13,1496.5,515.91,676.346,1510.19,595.722,1229.95,1202.75,327.766,1345.41,1138.14,570.299,561.206,1205.2,342.385,440.006,1082.61
526,545.585,1109.05,1496.55,516.097,675.981,1510.41,595.219,1231.13,1203.42,327.715,1348.35,1141.47,571.062,559.975,1206.02,344.213,435.312,1084.62
527,545.29,1108.99,1496.91,516.318,675.495,1510.76,593.843,1229.99,1203.04,327.617,1351.07,1144.53,571.679,559.211,1206.5,346.053,430.909,1086.78
528,544.812,1109.05,1497.11,516.589,675.053,1511.12,592.676,1230.14,1203.19,327.04,1352.98,1147.4,572.475,557.767,1207.56,348.08,426.408,1089.27
529,544.267,1109.01,1497.29,516.814,674.748,1511.4,591.463,1229.84,1203.09,325.632,1352.97,1148.77,573.174,556.365,1208.29,349.543,422.953,1090.77
530,543.595,1108.98,1497.25,516.997,674.469,1511.6,590.526,1230.74,1203.64,324.112,1352.54,1149.83,573.488,555.554,1208.68,351.268,419.462,1093.08
531,543.007,1108.8,1497.4,517.113,674.184,1511.85,588.327,1228.85,1202.7,323.011,1353.04,1151.74,573.609,554.935,1209.17,352.418,416.531,1094.64
532,542.199,1108.39,1497.25,517.108,674.032,1511.98,586.57,1227.82,1202.13,321.581,1352.95,1152.98,573.698,554.166,1209.82,353.334,414.209,1095.93
533,541.54,1108.07,1497.29,516.979,673.858,1512.16,584.481,1226.17,1201.23,319.442,1351.46,1153.64,573.617,553.545,1210.35,354.033,412.464,1096.99
534,540.9,1107.75,1497.32,516.799,673.691,1512.27,582.066,1224.31,1200.2,317.331,1349.28,1153.88,573.336,553.213,1210.58,354.199,411.732,1097.63
535,540.081,1107.58,1497.28,516.545,673.523,1512.39,579.501,1221.9,1198.7,314.473,1346.02,1153.49,572.821,553.18,1210.66,353.721,412.336,1097.77
536,539.327,1107.45,1497.3,516.321,673.498,1512.4,576.995,1219.59,1197.38,311.227,1341.64,1152.74,572.173,553.544,1210.4,352.57,414.297,1097.35
537,538.492,1107.25,1497.31,516.17,673.451,1512.43,574.324,1216.17,1195.25,307.463,1335.71,1151.1,571.315,553.953,1209.97,350.956,417.038,1096.93
538,537.414,1107.02,1496.88,516.018,673.483,1512.39,571.545,1212.62,1192.98,303.268,1328.61,1148.77,570.237,554.692,1209.51,348.419,421.482,1095.9
539,536.734,1106.94,1497.09,515.953,673.324,1512.45,568.644,1209.06,1190.78,298.838,1320.32,1146.25,568.951,556.372,1208.15,345.079,427.511,1094.4
540,535.572,1106.83,1496.43,515.778,673.506,1512.04,565.822,1204.53,1188.13,294.23,1310.89,1143.03,567.448,557.156,1207.66,341.162,434.927,1092.52
541,534.402,1106.77,1495.95,515.735,673.354,1512.01,562.795,1199.53,1185.4,289.514,1300.52,1139.66,566.494,557.006,1208.07,336.566,443.478,1090.29
542,532.895,1106.4,1495.13,515.616,673.266,1511.87,559.808,1194.65,1182.71,284.003,1287,1135.19,564.103,561.057,1204.96,331.019,454.837,1087.09
543,531.691,1106.49,1495.26,515.561,673.06,1511.68,556.571,1189.24,1179.8,278.341,1271.48,1130.02,562.102,563.334,1203.28,325.214,467.368,1084
544,530.018,1106.56,1494.44,515.438,672.869,1511.6,554.047,1183.94,1177.3,272.973,1255.22,1125.21,559.837,566.187,1201.3,319.171,481.693,1080.74
545,528.444,1106.1,1493.78,515.452,671.691,1512.27,551.202,1178.14,1174.46,267.58,1237.24,1120.06,557.28,569.444,1199.14,313.354,496.883,1077.79
546,526.124,1105.08,1492.72,514.884,672.596,1511.1,548.339,1172.32,1171.88,262.828,1217.39,1114.81,554.478,573.335,1196.66,307.095,514.183,1074.71
547,524.861,1105.78,1492.57,514.466,672.37,1510.88,545.394,1166.35,1169.2,258.336,1196.64,1109.79,551.397,577.064,1194.44,301.126,533.249,1071.66
548,522.67,1105.22,1491.7,514.187,671.013,1511.5,542.386,1160.7,1166.83,254.414,1173.82,1104.54,547.886,581.201,1191.91,295.501,553.297,1069.17
549,520.704,1105.3,1491.25,513.17,672.187,1510.06,539.08,1154.42,1164.34,251.225,1149.41,1099.76,544.223,585.669,1189.43,290.286,574.877,1066.79
550,518.151,1104.75,1490.22,512.425,672.431,1509.44,535.746,1148.28,1162.06,249.136,1123.7,1095.36,539.887,590.75,1186.83,285.669,597.573,1065.09
551,516.193,1104.65,1489.93,511.565,672.499,1508.56,532.232,1142.2,1159.94,248.008,1096.91,1091.37,535.67,595.496,1184.31,281.799,621.965,1063.31
552,513.677,1104.05,1489.07,510.613,672.482,1507.85,528.068,1136.07,1157.88,248.447,1070.13,1088.89,530.73,600.321,1182.04,278.836,647.179,1062.51
553,511.273,1103.33,1488.06,509.249,672.653,1506.88,523.777,1130.36,1156.08,249.966,1041.69,1086.07,525.656,605.102,1179.95,276.973,673.066,1062.32
554,508.628,1102.91,1487.72,508.051,673.674,1505.42,518.794,1124.44,1154.48,253.052,1013.52,1084.7,519.755,610.528,1177.38,276.782,699.505,1063.19
555,506.052,1101.43,1486.29,506.952,674.137,1504.42,513.206,1118.87,1153.16,257.903,984.818,1084.04,513.663,615.183,1175.97,277.73,726.032,1064.77
556,503.582,1100.71,1486.05,505.888,674.636,1503.89,506.961,1113.76,1152.21,264.589,957.073,1084.29,506.919,620.076,1174.81,280.235,752.499,1067.35
557,500.706,1098.44,1484.74,504.806,675.634,1503.32,500.132,1108.32,1151.74,272.667,930.258,1085.41,499.681,625.561,1173.83,284.589,777.745,1072.03
558,498.23,1097.16,1484.68,503.871,676.536,1503.16,492.887,1102.95,1151.3,281.939,904.76,1087.34,492.368,631.764,1173.54,289.274,803.207,1075.53
559,495.313,1094.98,1483.77,502.747,677.293,1503.28,485.97,1097.11,1151.5,292.05,897.468,1093.84,486.079,639.237,1173.5,296.779,809.812,1077.98
560,491.91,1093.71,1483.95,501.071,677.562,1503.92,487.149,1096.67,1151.42,291.956,898.34,1096.73,489.226,641.01,1174.32,292.349,803.227,1080.82
561,489.279,1092.84,1484.38,499.868,677.985,1504.58,492.662,1100.04,1152.14,289.638,901.771,1098.09,496.618,639.125,1174.68,292.88,802.733,1078.33
562,487.805,1092.29,1484.94,499.319,678.052,1505.07,495.356,1102.41,1153.44,287.789,907.256,1102.16,501.087,637,1175.49,292.192,798.503,1078.81
